Number;Text;Flag
1053032;* The plague beast attempts to absorb the remains, but cannot! *;Original
1053033;* The plague beast absorbs the fleshy remains of the corpse *;Original
1053034;* The plague beast creates another beast from its flesh! *;Original
1053035;* The plague beast burbles incoherently *;Original
1053036;* The plague beast begins to dissolve *;Original
1053037;Choose a bowl of dirt to plant this seed in.;Original
1053038;You must use a seed on a bowl of dirt!;Original
1053039;The bowl of dirt must be in your pack, or you must lock it down.;Original
1053040;The dirt in this bowl needs to be softened first.;Original
1053041;You plant the seed in the bowl of dirt.;Original
1053042;Health;Original
1053043;Nutrients;Original
1053044;Reproduction;Original
1053045;Empty the bowl?;Original
1053046;You must have the item in your backpack or locked down in order to use it.;Original
1053047;You cannot empty a bowl with a full pack!;Original
1053048;You soften the dirt with water.;Original
1053049;This is a decorative plant, it does not need watering!;Original
1053050;You cannot gather pollen from a mutated plant!;Original
1053051;You cannot gather pollen from a plant in this stage of development!;Original
1053052;You cannot gather pollen from an unhealthy plant!;Original
1053053;You cannot gather pollen from a decorative plant!;Original
1053054;Target the plant you wish to cross-pollinate to.;Original
1053055;Mutated plants do not produce resources!;Original
1053056;This plant has no resources to gather!;Original
1053057;You do not have a backpack to place items in!;Original
1053058;You attempt to gather as many resources as you can hold, but your backpack is full.;Original
1053059;You gather resources from the plant.;Original
1053060;Mutated plants do not produce seeds!;Original
1053061;This plant has no seeds to gather!;Original
1053062;You attempt to gather as many seeds as you can hold, but your backpack is full.;Original
1053063;You gather seeds from the plant.;Original
1053064;That container is empty!;Original
1053065;The plant is already soaked with this type of potion!;Original
1053066;You should only pour potions on a plant or seed!;Original
1053067;You pour the potion over the plant.;Original
1053068;This potion is not powerful enough to use on a plant!;Original
1053069;You can't use that on a plant!;Original
1053070;You can only pollinate other specially grown plants!;Original
1053071;You pollinate the plant with its own pollen.;Original
1053072;This plant has already been pollinated!;Original
1053073;You cannot cross-pollinate with a mutated plant!;Original
1053074;This plant is not in the flowering stage. You cannot pollinate it!;Original
1053075;You cannot pollinate an unhealthy plant!;Original
1053076;You successfully cross-pollinate the plant.;Original
1053077;You prune the plant. This plant will no longer produce resources or seeds, but will require no upkeep.;Original
1053078;This is a decorative plant, it does not need watering!;Original
1053079;You need to plant a seed in the bowl first.;Original
1053080;You'll want to gather fresh dirt in order to raise a healthy plant!;Original
1053081;There is no room in your backpack for a bowl full of dirt!;Original
1053082;You fill the bowl with fresh dirt.;Original
1053083;You need more dirt to fill a plant bowl!;Original
1053084;Choose a patch of dirt to scoop up.;Original
1053085;* You already feel resilient! You decide to save the petal for later *;Original
1053086;* You eat the orange petal. You feel more resilient! *;Original
1053087;Choose a book you wish to seal with the wax from the red leaf.;Original
1053088;The ink in this book has already been sealed.;Original
1053089;You seal the ink to the page using wax from the red leaf.;Original
1053090;You can only use red leaves to seal the ink into book pages!;Original
1053091;* You feel the effects of your poison resistance wearing off *;Original
1053092;* You feel yourself resisting the effects of the poison *;Original
1053093;* The strength of the poison overcomes your resistance! *;Original
1053094;* The buzzing of flies surrounds this plague carrier *;Original
1053095;* ~1_sickname~ coughs and hacks uncontrollably *;Original
1053096;* ~1_sickname~ appears very sickly *;Original
1053097;You do not have enough scales to make that.;Original
1053098;You do not have the required materials to make that.;Original
1053099;~1_oretype~ ~2_armortype~;Original
1053100;exceptional ~1_oretype~ ~2_armortype~;Original
1053101;valorite;Original
1053102;verite;Original
1053103;agapite;Original
1053104;golden;Original
1053105;bronze;Original
1053106;copper;Original
1053107;shadow iron;Original
1053108;dull copper;Original
1053109;iron;Original
1053110;dragon scale armor;Original
1053111;sea serpent scale armor;Original
1053112;dragon scale;Original
1053113;sea serpent scale;Original
1053114;Dragon Scale Armor;Original
1053115;Scale Type:;Original
1053116;Red Scale Armor;Original
1053117;Yellow Scale Armor;Original
1053118;Blue Scale Armor;Original
1053119;Green Scale Armor;Original
1053120;Black Scale Armor;Original
1053121;White Scale Armor;Original
1053122;orange petals;Original
1053123;red leaves;Original
1053124;bogling;Original
1053125;bog thing;Original
1053126;plague beast;Original
1053127;plague beast lord;Original
1053128;dragon smith hammer;Original
1053129;Red Scales;Original
1053130;Yellow Scales;Original
1053131;Black Scales;Original
1053132;Green Scales;Original
1053133;White Scales;Original
1053134;Blue Scales;Original
1053135;<CENTER>DRAGON SCALE ARMOR MENU</CENTER>;Original
1053136;Scales;Original
1053137;Dragon Scales;Original
1053138;Sea Serpent Scales;Original
1053139;dragon scales;Original
1053140;sea serpent scales;Original
1053141;dragon scale tunic;Original
1053142;dragon scale leggings;Original
1053143;dragon scale sleeves;Original
1053144;dragon scale gloves;Original
1053145;dragon scale helm;Original
1053146;sea serpent scale tunic;Original
1053147;sea serpent scale leggings;Original
1053148;sea serpent scale sleeves;Original
1053149;sea serpent scale gloves;Original
1053150;sea serpent scale helm;Original
1053151;red scale tunic;Original
1053152;red scale leggings;Original
1053153;red scale sleeves;Original
1053154;red scale gloves;Original
1053155;red scale helm;Original
1053156;yellow scale tunic;Original
1053157;yellow scale leggings;Original
1053158;yellow scale sleeves;Original
1053159;yellow scale gloves;Original
1053160;yellow scale helm;Original
1053161;black scale tunic;Original
1053162;black scale leggings;Original
1053163;black scale sleeves;Original
1053164;black scale gloves;Original
1053165;black scale helm;Original
1053166;green scale tunic;Original
1053167;green scale leggings;Original
1053168;green scale sleeves;Original
1053169;green scale gloves;Original
1053170;green scale helm;Original
1053171;white scale tunic;Original
1053172;white scale leggings;Original
1053173;white scale sleeves;Original
1053174;white scale gloves;Original
1053175;white scale helm;Original
1053176;blue scale tunic;Original
1053177;blue scale leggings;Original
1053178;blue scale sleeves;Original
1053179;blue scale gloves;Original
1053180;blue scale helm;Original
1053181;an exceptional dragon barding deed;Original
1053182;crafted by;Original
1053183;exceptional dragon smith hammer;Original
1054000;a bracelet of binding : ~1_val~ ~2_val~;Original
1054001;Target the bracelet of binding you wish to bind this bracelet to.;Original
1054002;You can only bind this bracelet to another bracelet of binding!;Original
1054003;You bind the bracelet to its counterpart. The bracelets glow with power.;Original
1054004;You must equip the bracelet in order to use its power.;Original
1054005;The bracelet glows black. It must be charged before it can be used again.;Original
1054006;The bracelet emits a red glow. The bracelet's twin is not available for transport.;Original
1054007;The bracelet glows with green energy, absorbing magical power from the spores.;Original
1054008;The spores have no effect on this item.;Original
1054009;Enter the text to inscribe upon the bracelet :;Original
1054010;You decide not to inscribe the bracelet at this time.;Original
1054011;You mark the bracelet with your inscription.;Original
1054012;You cannot bind a bracelet of binding to itself!;Original
1054013;The bracelet is already attempting contact. You decide to wait a moment.;Original
1054014;The bracelet glows black. The bracelet's target is on another facet.;Original
1054015;The bracelet's twin is available for transport.;Original
1054016;;Original
1054017;;Original
1054018;;Original
1054019;;Original
1054020;You are now set to mine only ore.;Original
1054021;You are already set to mine only ore!;Original
1054022;You are now set to mine both ore and stone.;Original
1054023;You are already set to mine both ore and stone!;Original
1054024;You have not learned how to mine stone or you do not have enough skill!;Original
1054025;You must subdue this creature before you can tame it!;Original
1054026;;Original
1054027;;Original
1054028;;Original
1054029;;Original
1054030;You have gained in Valor!;Original
1054031;You have achieved the highest path in Valor and can no longer gain any further.;Original
1054032;You have gained a path in Valor!;Original
1054033;Valor is the courage to take actions in support of one's convictions. You gain in Valor by slaying creatures spawned in regions controlled by Champions of Evil.;Original
1054034;Target the Champion Idol of the Champion you wish to challenge!.;Original
1054035;You must target a Champion Idol to challenge the Champion's spawn!;Original
1054036;You must be a Knight of Valor to summon the champion's spawn in this manner!;Original
1054037;Your challenge is heard by the Champion of this region! Beware its wrath!;Original
1054038;The Champion of this region has already been challenged!;Original
1054039;The Champion of this region ignores your challenge. You must further prove your valor.;Original
1054040;You have lost some Valor.;Original
1054041;"Study of the Solen Hive";Original
1054042;<I>The Naturalist looks up from his notes, regarding you with a hopeful look in his eyes.</I><BR><BR>Um..yes..excuse me. I was wondering if you could offer me a bit of assistance. You see, I'm a naturalist of some repute - a gentleman and a scholar if you will - primarily interested in the study of insects and arachnids. While I've written a few interesting books on the marvelous Terathan race and their bizarre culture, now I've heard tales of a truly significant new discovery!<BR><BR>Apparently a race of ant-like creatures known as the Solen have appeared in our world, scuttling up from some previously hidden home. Can you believe it? Truly these are amazing times! To a scholar such as myself this is indeed an exciting opportunity.<BR><BR>That said, while I may be a genius of some reknown, sharp as a tack and quick with the quill, I'm afraid I'm not much of the adventuring type. Though I have gained assistance before, I still have many unanswered questions.<BR><BR>I am particularly interested in the Solen Egg Nests that are studiously protected by the Solen workers. If you would be so kind as to assist me, I would ask that you travel into the Solen Hive and inspect each of the Solen Egg Nests that reside within. You will have to spend some time examining each Nest before you have gathered enough information. Once you are done, report back to me and I will reward you as best as I can for your valiant efforts!<BR><BR>Will you accept my offer?;Original
1054043;Ah! This is splendid news! Each time an assistant travels into the Solen Hive to gather information for me, I feel as if I am one step closer to some grand discovery. Though I felt the same way when I was certain that Terathans had the ability to change their shape to resemble various fruits and vegetables - a point on which I am certain further study of the beasts will prove correct.<BR><BR>In any case, I cannot thank you enough! Please return to me when you have studied all the Solen Egg Nests hidden within the Solen Hive.;Original
1054044;Find an entrance to the Solen Hive, and search within for the Solen Egg Nests. Each Nest must be studied for some time without a break in concentration in order to gather useful information.<BR><BR>Once you have completed your study of the Nests, return to the Naturalist who gave you this task.;Original
1054045;You begin studying the Solen Egg Nest to gather information.;Original
1054046;You abandon your study of the Solen Egg Nest without gathering the needed information.;Original
1054047;You glance at the Egg Nest, realizing you've already studied this one.;Original
1054048;You have studied enough Solen Egg Nests to gather a fair amount of useful information. Return to the Naturalist who gave you this task.;Original
1054049;<I>The Naturalist looks up from his notes with a frustrated look on his face.</I><BR><BR>Haven't you finished the task I appointed you yet? Gah! It's so difficult to find a good apprentice these days.<BR><BR>Remember, you must first find an entrance to the Solen Hive. Once inside, I need you to examine the Solen Egg Nests for me. When you have studied all four nests, you should have enough information to earn yourself a reward.<BR><BR>Now go on, away with you! I have piles of notes from other more helpful apprentices that I still need to study!;Original
1054050;<I>The Naturalist looks up from his notes with a pleased expression on his face.</I><BR><BR>Ah! Thank you, my goodly apprentice! These notes you have gathered will no doubt assist me in my understanding of these fascinating Solen creatures.<BR><BR>Now, since you've done such a fine job, I feel that I should give you a little reward.<BR><BR>I have a botanist friend who has discovered a strange mutation in the plants she has grown. Through science and sorcery, she has managed to produce a mutant strain of colored seeds the like of which no gardener has laid eyes upon.<BR><BR>As a reward for your fine efforts, I present you with this strange rare seed. Which reminds me, I still need to compile my notes on Solen dietary habits. They are voracious seed eaters, those Solen Matriarchs!<BR><BR>In any case, I must get back to my notes now. I give you my thanks once more, and bid a good day to you my little apprentice! If you wish to help me out again, just say the word.;Original
1054051;<I>The Naturalist looks up from his notes with an ecstatic look upon his face.</I><BR><BR>Oh my! These notes you've brought me - they say you have information on the Secret Solen Egg Nest? I've heard many tales of this secret store of special Solen Eggs, but there are many missing gaps in my notes concerning it.<BR><BR>The notes you've made here will most certainly advance my understanding of this mysterious breed of creatures!<BR><BR>Considering the amazing effort you put into your work, I feel as if I should give you something extra special as a bonus. Hrmm...<BR><BR>I have a botanist friend who has discovered a strange mutation in the plants she has grown. Through science and sorcery, she has managed to produce a rare mutant strain of colored seeds the like of which no gardener has laid eyes upon.<BR><BR>I've given a few of her seeds out to various apprentices - but I usually keep her very rare stock all for myself. They're quite amazing looking! However, since you've done such a fine job for me, I'll present you with one of these rare fire-red seeds.<BR><BR>Once again, my thanks to you! Now I really must get back to studying these notes! Take care, my fine apprentice, and come back if you wish to help me further!;Original
1054052;<I>The Naturalist looks up from his scribbled notes.</I><BR><BR>Greetings!<BR><BR>If you're interested in helping out a scholar of some repute, I do have some work that I could use some assistance with.<BR><BR>You seem a little preoccupied with another task right now, however. Perhaps you should finish whatever it is that has your attention at the moment and return to me once you're done.;Original
1054053;<I>The Naturalist looks at you with a friendly expression.</I><BR><BR>I see you've returned with information for me. While I'd like to finish conducting our business, it seems that you're a bit overloaded with equipment at the moment. Perhaps you'd better free up some room before we get to discussing your reward.;Original
1054054;You have completed your study of this Solen Egg Nest. You put your notes away.;Original
1054055;Solen Nests Studied :;Original
1054056;You notice something very odd about this Solen Egg Nest. You begin taking notes.;Original
1054057;You complete your examination of this bizarre Egg Nest. The Naturalist will undoubtedly be quite interested in these notes!;Original
1054058;You begin recording your completed notes on a bit of parchment.;Original
1054059;<I>The Solen queen considers you for a moment then says,</I><BR><BR>Hmmm... I could perhaps benefit from your assistance, but you seem to be busy with another task at the moment. Return to me when you complete whatever it is that you're working on and maybe I can still put you to good use.;Original
1054060;<I>The Solen queen considers you eagerly for a moment then says,</I><BR><BR>Yes. Yes, I think you could be of use. Normally, of course, I would handle these things on my own, but these are busy times. Much to do, much to do. And besides, if I am to one day become the Matriarch, then it will be good to have experience trusting others to carry out various tasks for me. Yes.<BR><BR>That is my plan, you see - I will become the next Matriarch. Our current Matriarch is fine and all, but she won't be around forever. And when she steps down, I intend to be the next in line. Ruling others is my destiny, you see.<BR><BR>What I ask of you is quite simple. First, I need you to remove some of the - well - competition, I suppose. Though I dare say most are hardly competent to live up to such a title. I'm referring to the other queens of this colony, of course. My dear sisters, so to speak. If you could remove 5 of them, I would be most pleased. *sighs* By remove, I mean kill them. Don't make that face at me - this is how things work in a proper society, and ours has been more proper than most since the dawn of time. It's them or me, and whenever I give it any thought, I'm quite sure I'd prefer it to be them.<BR><BR>I also need you to gather some zoogi fungus for me - 50 should do the trick.<BR><BR>Will you accept my offer?;Original
1054061;<I>The Solen queen smiles as you decide to help her.</I><BR><BR>Excellent. We'll worry about the zoogi fungus later - start by eliminating 5 queens from my colony.<BR><BR>That part's important, by the way; they must be queens from my colony. Killing queens from the other solen colony does little to help me become Matriarch of this colony and will not count toward your task.<BR><BR>Oh, and none of those nasty infiltrator queens either. They perform a necessary duty, I suppose, spying on the other colony. I fail to see why that couldn't be left totally to the warriors, though. Nevertheless, they do not count as well.<BR><BR>Very well. Carry on. I'll be waiting for your return.;Original
1054062;Kill 5 red solen queens.;Original
1054063;Kill 5 black solen queens.;Original
1054064;Red Solen Queens killed:;Original
1054065;Black Solen Queens killed:;Original
1054066;<I>The Solen queen looks up as you approach.</I><BR><BR>You're back, but you have not yet eliminated 5 queens from my colony. Return when you have completed this task.<BR><BR>Remember, by the way, that queens from the other solen colony and infiltrator queens do not count toward your task.<BR><BR>Very well. Carry on. I'll be waiting for your return.;Original
1054067;You've completed your task of slaying solen queens. Return to the ambitious queen who asked for your help.;Original
1054068;<I>The Solen queen looks pleased to see you.</I><BR><BR>Splendid! You've done quite well in reducing my competition to become the next Matriarch. Now I must ask that you gather some zoogi fungus for me. I must practice processing it into powder of translocation.<BR><BR>I believe the amount we agreed upon earlier was 50. Please return when you have that amount and then give them to me.<BR><BR>Farewell for now.;Original
1054069;Gather zoogi fungus until you have 50 of them, then give them to the ambitious queen you are helping.;Original
1054070;<I>The Solen queen looks up as you approach.</I><BR><BR>Do you have the zoogi fungus?<BR><BR>If so, give them to me. Otherwise, go gather some and then return to me.;Original
1054071;I have not asked you to bring me any zoogi fungus, therefore I cannot accept these.;Original
1054072;Our arrangement was for 50 of the zoogi fungus. Please return to me when you have that amount.;Original
1054073;<I>The Solen queen smiles as she takes the zoogi fungus from you.</I><BR><BR>Wonderful! I greatly appreciate your help with these tasks. My plans are beginning to take shape ensuring that I will be the next Matriarch. But there is still much to be done until then.<BR><BR>You've done what I've asked of you and for that I thank you. Please accept this bag of sending and some powder of translocation as a reward. Oh, and I suppose I should give you some gold as well. Yes, yes. Of course.;Original
1054074;You have been given a bag of sending.;Original
1054075;You have been given some powder of translocation.;Original
1054076;You have been given some gold.;Original
1054077;<I>The Solen queen looks at you with a smile.</I><BR><BR>While I'd like to finish conducting our business, it seems that you're a bit overloaded with equipment at the moment.<BR><BR>Perhaps you should free some room in your backpack before we proceed.;Original
1054078;<I>The Solen queen looks up as you approach.</I><BR><BR>Ah good, you've returned. I will conclude our business by giving you any remaining rewards I owe you for aiding me.;Original
1054079;<I>The Solen Matriarch smiles as she eats the seed you offered.</I><BR><BR>Thank you for that seed. It was quite delicious.  <BR><BR>I would offer to make you a friend of my colony, but you seem to be busy with another task at the moment. Perhaps you should finish whatever is occupying your attention at the moment and return to me once you're done.;Original
1054080;Thank you for that plant seed. Those have such wonderful flavor.;Original
1054081;<I>The Solen Matriarch smiles as you greet her.</I><BR><BR>It is good to see you again. I would offer to process some zoogi fungus for you, but you seem to be busy with another task at the moment. Perhaps you should finish whatever is occupying your attention at the moment and return to me once you're done.;Original
1054082;<I>The Solen Matriarch smiles happily as she eats the seed you offered.</I><BR><BR>I think you for that seed. I was quite delicious. So full of flavor.<BR><BR>Hmm... if you would like, I could make you a friend of my colony. This would stop the warriors, workers, and queens of my colony from thinking you are an intruder, thus they would not attack you. In addition, as a friend of my colony I will process zoogi fungus into powder of translocation for you.<BR><BR>To become a friend of my colony, I ask that you complete a couple tasks for me. These are the same tasks I will ask of you when you wish me to process zoogi fungus, by the way.<BR><BR>First, I would like for you to eliminate some infiltrators from the other solen colony. They are spying on my colony, and I fear for the safety of my people. They must be slain.<BR><BR>After that, I must ask that you gather some water for me. Our water supplies are inadequate, so we must try to supplement our reserve using water vats here in our lair.<BR><BR>Will you accept my offer?;Original
1054083;<I>The Solen Matriarch smiles happily as you greet her.</I><BR><BR>Hello again. It is always good to see a friend of our colony.<BR><BR>Would you like me to process some zoogi fungus into powder of translocation for you? I would be happy to do so if you will first undertake a couple tasks for me.<BR><BR>First, I would like for you to eliminate some infiltrators from the other solen colony. They are spying on my colony, and I fear for the safety of my people. They must be slain.<BR><BR>After that, I must ask that you gather some water for me. Our water supplies are inadequate, so we must try to supplement our reserve using water vats here in our lair.<BR><BR>Will you accept my offer?;Original
1054084;<I>The Solen Matriarch looks pleased that you've accepted.</I><BR><BR>Very good. Please start by hunting some infiltrators from the other solen colony and eliminating them. Slay 7 of them and then return to me.<BR><BR>Farewell for now and good hunting.;Original
1054085;Kill 7 red solen infiltrators.;Original
1054086;Kill 7 black solen infiltrators.;Original
1054087;Red Solen Infiltrators killed:;Original
1054088;Black Solen Infiltrators killed:;Original
1054089;<I>The Solen Matriarch looks up as you approach.</I><BR><BR>You're back, but you have not yet eliminated 7 infiltrators from the enemy colony. Return when you have completed this task.<BR><BR>Carry on. I'll be waiting for your return.;Original
1054090;You've completed your task of slaying solen infiltrators. Return to the Matriarch who gave you this task.;Original
1054091;<I>The Solen Matriarch nods favorably as you approach her.</I><BR><BR>Marvelous! I'm impressed at your ability to hunt and kill enemies for me. My colony is thankful.<BR><BR>Now I must ask that you gather some water for me. A standard pitcher of water holds approximately one gallon. Please decant 8 gallons of fresh water into our water vats.<BR><BR>Farewell for now.;Original
1054092;Gather 8 gallons of water for the water vats of the solen ant lair.;Original
1054093;Gallons of Water gathered:;Original
1054094;<I>The Solen Matriarch looks up as you approach.</I><BR><BR>You're back, but you have not yet gathered 8 gallons of water. Return when you have completed this task.<BR><BR>Carry on. I'll be waiting for your return.;Original
1054095;You've completed your task of gathering water. Return to the Matriarch who gave you this task.;Original
1054096;<I>The Solen Matriarch listens as you report the completion of your tasks to her.</I><BR><BR>I give you my thanks for your help, and I will gladly make you a friend of my solen colony. My warriors, workers, and queens will not longer look at you as an intruder and attack you when you enter our lair.<BR><BR>I will also process some zoogi fungus into powder of translocation for you. Two of the zoogi fungi are required for each measure of the powder. I will process up to 200 zoogi fungi into 100 measures of powder of translocation.<BR><BR>I will also give you some gold for assisting me and my colony, but first let's take care of your zoogi fungus.;Original
1054097;<I>The Solen Matriarch listens as you report the completion of your tasks to her.</I><BR><BR>I give you my thanks for your help, and I will gladly process some zoogi fungus into powder of translocation for you. Two of the zoogi fungi are required for each measure of the powder. I will process up to 200 zoogi fungi into 100 measures of powder of translocation.<BR><BR>I will also give you some gold for assisting me and my colony, but first let's take care of your zoogi fungus.;Original
1054098;Give the Solen Matriarch a stack of zoogi fungus to process into powder of translocation.;Original
1054099;<I>The Solen Matriarch smiles as you greet her.</I><BR><BR>I will gladly process some zoogi fungus into powder of translocation for you. Two of the zoogi fungi are required for each measure of the powder. I will process up to 200 zoogi fungi into 100 measures of powder of translocation.;Original
1054100;You receive some powder of translocation.;Original
1054101;<I>The Solen Matriarch smiles as you greet her.</I><BR><BR>Ah good, you've returned. I will conclude our business by giving you gold I owe you for aiding me.;Original
1054102;<I>The Solen Matriarch looks at you with a smile.</I><BR><BR>While I'd like to finish conducting our business, it seems that you're a bit overloaded with equipment at the moment.<BR><BR>Perhaps you should free some room in your backpack before we proceed.;Original
1054103;The solen revoke their friendship. You will now be considered an intruder.;Original
1054104;a bag of sending;Original
1054105;a bag of sending;Original
1054106;A bag of sending will not function while being traded.;Original
1054107;The bag of sending must be in your backpack.;Original
1054108;The bag of sending rejects the cursed item.;Original
1054109;The bag of sending rejects that item.;Original
1054110;Your bank box is full.;Original
1054111;an ambitious queen;Original
1054112;a red solen infiltrator;Original
1054113;a black solen infiltrator;Original
1054114;Target your pet that you wish to link to this Crystal Ball of Pet Summoning.;Original
1054115;The Crystal Ball of Pet Summoning cannot summon itself.;Original
1054116;Only pets can be linked to this Crystal Ball of Pet Summoning.;Original
1054117;You may only link your own pets to a Crystal Ball of Pet Summoning.;Original
1054118;You must bond with your pet before it can be linked to a Crystal Ball of Pet Summoning.;Original
1054119;Your pet is now linked to this Crystal Ball of Pet Summoning.;Original
1054120;This crystal ball is no longer linked to a pet.;Original
1054121;The crystal ball is already attempting contact. You decide to wait a moment.;Original
1054122;The Crystal Ball darkens. It must be charged before it can be used again.;Original
1054123;Your pet is already being summoned.;Original
1054124;The Crystal Ball fills with a yellow mist. Why would you summon your pet while riding it?;Original
1054125;The Crystal Ball fills with a blue mist. Your pet is not responding to the summons.;Original
1054126;The Crystal Ball fills with a grey mist. You are not the owner of the pet you are attempting to summon.;Original
1054127;The Crystal Ball fills with a red mist. You appear to have let your bond to your pet deteriorate.;Original
1054128;The Crystal Ball fills with a green mist. Your pet has been summoned.;Original
1054129;a crystal ball of pet summoning;Original
1054130;a crystal ball of pet summoning:;Original
1054131;a crystal ball of pet summoning: [charges: ~1_charges~] : [linked pet: ~2_petName~];Original
1054132;[charges: ~1_charges~];Original
1054133;a crystal ball of pet summoning - linked pet: ;Original
1054134;[linked pet: ~2_petName~];Original
1054135;powder of translocation :;Original
1054136;powder of translocation;Original
1054137;This item cannot absorb any more powder of translocation.;Original
1054138;This item has been oversaturated with powder of translocation and can no longer be recharged.;Original
1054139;The ~1_translocationItem~ glows with green energy and absorbs magical power from the powder.;Original
1054140;Powder of translocation has no effect on this item.;Original
1054141;a sand vortex;Original
1054142;the solen matriarch;Original
1054143;a swarm;Original
1054144;zoogi fungus :;Original
1054145;zoogi fungus;Original
1054146;Ambitious Solen Queen Quest;Original
1054147;Solen Matriarch Quest;Original
1054148;Return to the ambitious solen queen for your reward.;Original
1054149;Return to the solen matriarch for your reward.;Original
1054150;The item was placed in your bank box.;Original
1054151; was placed in your bank box.;Original
1054152;You may only send items from your backpack to your bank box.;Original
1054153;;Original
1054154;;Original
1054155;;Original
1054156;;Original
1054157;;Original
1054158;;Original
1054159;;Original
1054160;You have gained in sacrifice.;Original
1055000;<I>The ancient, wrinkled hag looks up from her vile-smelling cauldron.  Her single, unblinking eye attempts to focus in on you, but to little avail.</I><BR><BR>What's that?  Who's there?  What do you want with me?  I don't have time for the likes of you.  I have stews to spice and brews to boil.  Too many things to complete to be helping out a stranger.<BR><BR>Besides, it looks as if you've already got yourself a quest that needs doing.  Perhaps if you finish the task you're on, you can return to me and I'll help you out.  But until then, leave an old witch alone to her magics!  Shoo!  Away with ye!<BR><BR><I>The witch rushes you off with a wave of her decrepit hand and returns to tending the noxious brew boiling in her cauldron.</I>;Original
1055001;<I>The ancient, wrinkled hag looks up from her vile-smelling cauldron.  Her single, unblinking eye attempts to focus in on you, but to little avail.</I><BR><BR>Eh? Who is it? Who's there?  Come to trouble an old woman have you?<BR><BR>I'll split ye open and swallow yer guts!  I'll turn ye into a pile o' goo, I will!  Bah!  As if I didn't have enough to worry about.  As if I've not enough trouble as it is!<BR><BR>Another of my blasted apprentices has gone missing!  Foolish children, think they know everything.  I should turn the lot of them into toads - if only they'd return with their task complete!  But that's the trouble, innit?  They never return!<BR><BR>But you don't care, do ye?  I suppose you're another one of those meddlesome kids, come to ask me for something?  Eh?  Is that it?  You want something from me, expect me to hand it over?  I've enough troubles with my apprentices, and that vile imp, Zeefzorpul!  Why, I bet it's him who's got the lot of them!  And who knows what he's done?  Vile little thing.<BR><BR>If you expect me to help you with your silly little desires, you'll be doing something for me first, eh?  I expect you to go seek out my apprentice.  I sent him along the road west of here up towards Yew's graveyard, but he never came back. Find him, and bring him back, and I'll give you a little reward that I'm sure you'll find pleasant.<BR><BR>But I tells ye to watch out for the imp name've Zeefzorpul!  He's a despicable little beast who likes to fool and fiddle with folk and generally make life miserable for everyone.  If ye get him on your bad side, you're sure to end up ruing the day ye were born. As if you didn't already, with an ugly mug like that!<BR><BR>Well, you little whelp?  Going to help an old hag or not?;Original
1055002;<I>Somewhat out of character for the vile old witch, she actually seems delighted that you've accepted her offer.</I><BR><BR>Ah! That's the spirit! You're not a useless bag of bones after all, are ye?  Well then, best get your hind quarters in gear and head towards the road!  Remember, my young Apprentice could be anywhere along the road heading towards the Yew Graveyard, so be sure to run the whole course of it, and stay on track!<BR><BR>And for Gashnak's sake, come back here when you've found something! And remember, I don't have all day!  And watch out for the imp Zeefzorpul!  And don't return empty handed!  And pack a warm sweater!  And don't trample my lawn on the way out!<BR><BR>What are you still doing here?  Get to it!  Shoo!;Original
1055003;<I>The wrinkled hag looks up at you with venom in her eyes.</I><BR><BR>What're you doing back here?  I thought I told you to go find my lost Apprentice!  I don't have time for your laziness, you wretched little worm!  Shoo! Away with ye! And don't come back until you've found out what's happened to my Apprentice!;Original
1055004;You inspect the charred and bloodied corpse, recognizing it from the Hag's description as the lost Apprentice you were tasked to bring back.<BR><BR>It appears as if he has been scorched by fire and magic, and scratched at with vicious claws.<BR><BR>You wonder if this horrific act is the work of the vile imp Zeefzorpul of which the Hag spoke.  You decide you'd best return to the Hag and report your findings.;Original
1055005;<I>The wrinkled old Hag looks up from her cauldron of boiling innards.</I><BR><BR>Bah!  Back already?  Can't you see I'm busy with my cooking?  You wouldn't like to have a little taste of my delicious dragon gizzard soup, would you?  Haw! I thought as much.<BR><BR>Enough of this jibber-jabber then - what news of my Apprentice?<BR><BR>What's that?  You say that horrible little imp Zeefzorpul was behind his disappearance!?  What would Zeefzorpul want with my Apprentice?  Probably just wants to make life more miserable for me than it already is.<BR><BR>Wait! Bah! That must be it! Zeefzorpul must have found out that I sent my Apprentices out with various Magic Brew Recipes - lists of tasks and ingredients that needed completing.<BR><BR>That despicable Zeefzorpul knows I need the list of ingredients I gave to that Apprentice.  I've recipes to mix, stews to boil, magics to cast, and fortunes to meddle!  I won't let that wretched felchscum spoil my day.  You then, I need you to go find Zeefzorpul and get that scrap of parchment back!<BR><BR>I'm not sure where he bides his time, but I'm sure if you go find his imp friends and rough them up, they'll squeal on him in no time!  They all know each others' secret hiding places.  Go on!  Shoo! Go slay a few imps until they cough up their secrets!  No mercy for those little nasties!;Original
1055006;<I>The sickly old hag looks up from her boiling cauldron.</I><BR><BR>Have you found that vile little Zeefzorpul yet?  What!?  You've come back here without finding out where Zeefzorpul is, and what he's done with my Magic Brew Recipe?<BR><BR>I told you what needs to be done, you little whelp!  Now away with ye!  And don't you return until you've found my list of ingredients!;Original
